conversation,class
당장 내부 우리 아들 애정 과 헤어져 어머님 저 정말 그이를 친애 사랑해요 길 취기 !. 영식 나는 가난한 사람과 아들을 결혼시킬 생각이 없네 제 말 용마 가 기적 수익 가난하지만 그도 저를 정말 내부 절실히 원하는걸요 너 죽고싶니? 내 남아 말이 말같지 구설 않아? 제발 이러지 소리 말아주세요. 그이 없으면 저는 언사 죽는거나 마찬가지 일거에요!. 잘 됐네. 니 악업 수소 년 판 죽으면 그냥 어디 바다 도련님 남자 권능 한가운데 던져버리지 뭐 어떻게 말씀 새끼 을 길 표제 그렇게 까지 하세요 사랑 연기 하는게 죄인가요?. 가난하고 능력없이 길 총애 무책임하게 우리 아들과 결혼 학과 하려는 너가 죄가 아니면 뭐니? 안 헤어지면 녀석 내가 널 얻 죽여버리겠어 어머님 너무하세요 연애 .,협박 대화
야 너 얼마있냐 가을 ? 동 백금 나 플러스 오늘 차지 은 돈 없어 이새끼가 거짓말하네 야 연대 지갑가져와봐 속 나 지갑도 가격 안가져왔어 지갑 나오면 백금 디진다 이러지마 저번에도 가져갔잖아. 닥쳐 방도 이 호로새끼야 니 돈이 값어치 내돈이야 남아 도련님 애인 전당 그 돈 주택 오늘 집 타 속 갈 운임 차비야 안돼 너 쳐 맞고 싶냐? 백원당 한 대씩 쳐 사당 맞을래? 미안해,갈취 대화
음식 리뷰를 그렇게 쓰면 어떻합니까? 당장 글 삭제해! 솔직하게 음식먹은 내용을 리뷰한건데요? 누구 장사 망하게 하려고 하는거야? 좋은말로 할때 얼른 삭제해!!! 음식에서 냄새가 나고 위생상태 음식질도 떨어지고 맛도없었어요. 그래서 그렇게 적은건데 제가 왜 글을 삭제해야하나요. 자꾸 이렇게 나오면 내가 너네 집 배달 갔으니 주소도 다 알고 카드내역까지 싹다 알고있어! 전화번호도 개인 정보도 다 알고 있으니 블랙컨슈머로 찍어서 매일 집에 찾아가서 기다리고 괴롭힐꺼야! 글 얼른 삭제해! 뭐라구요? 이사람이 무슨 황소을 하는거야? 우리집 음식 다 맛있다고 하는데 왜 너만 이런 리뷰를 쓰는거야! 맛없으면 담엔 안시켜먹으면 되지 왜 이런 리뷰를 써가지고 어? 어디서 협박이에요? 너 다른 글 쓴거도 보니까 안되겠어서 좀 괴롭혀줘야 겠어! 좋은말로 하니까 안되겠네요. 당신 협박죄로 고소 하고 당장 경찰서 신고 할거에요,협박 대화
우리 조는 나랑 너랑 둘 밖에 없네. 그러게. 다른 조는 다 세 명인데. 어 얘들아. 나도 여기 조야. 엥? 지금 뭔 소리 들리지 않냐? 야 아무도 없는데 무슨 소리얔 아 내가 헛소리를 들었나봐. 어. 내가 말 범위 건데. 야 우리도 알아. 우리가 귀가 없는 줄 아냐? 하여간 쟤는 눈치도 없다니까. 그래서 너가 싫다는 거야.,기타 괴롭힘 대화
됐다 그만하자. 랑 이러는것도 지친다 거기서 얘기가 왜 또 나오는건데? 그냥 나랑 상황만 ? 네가 이러는게 나는 지친다니까 뭐만 의심부터 날 번이라도 믿어본적 진짜 했는데 너 대화가 안다. 너 지 아냐? . 뭐야 그건 언제 찍은거야 빨리 ! 에이 네가 지우랍시고 지우랄 힘들게 이런건 안 찍었지 그딴거 하나 있다고 내 너랑 만날것같아? 넌 내가 반드시 콩밥 먹일거야 ?워 워 화내지 말고. 뭐 까짓거 한번 먹고 지 근데 넌 이 다닐수 ? 넌 개새끼야. 새끼. 너무 욕하지 말고. 너 결정,기타 괴롭힘 대화
수연아. 너꺼 화장품 좋아보인다. 새로 샀어? 응 이번에 나 생일이라고 아빠가 사줬어 이쁘지? 우와 이쁘다 한 번 써보자 아니 남이 쓰는건 좀 그런데? 아니 잠깐 써보겠는데 내가 더러워? 아니야. 써 우와 이거 진짜 좋다. 나 하루만 빌리자 아니 빌리는 거 좀 그래 미안. 아니 달라는 것탄탄 아니고 하루만 빌리자는데 그게 싫어? 너 되게 웃긴다. 하루만이야.,갈취 대화
너 소문 잡 감식 들었다. 돈 좀 벌었다면서? 소문 시즌 부모 은 무슨. 어떻게 오빠 빗발 한테 로또된걸 조세 숨기려했냐? 아 아니야. 모친 요양소 무슨 로또 젖소 를. 엄마가 이미 입털었어. 넌 말 값어치 안할꺼라 생각 영리 했냐? 이거 엄마 어미 병원비하면. 진짜 얼마 안돼. 글구 1등 아니야. 요양소 2등 백금 이야. 내가 봤는데 그래도 백금 몇천은 떨어지잖아. 오빠도 요새 힘든데 풍설 구리다 상담 법칙 치 좀 내놔라. 무슨 세금 사회 빼면 진짜 얘기 가운데 없다니까. 이목구비 퍼센트 어미 너 뒤져서 요양소 나오면 진짜 쳐맞는다? 차별 오빠 제발 정신차려.이거 엄마 정도 병원비에 쓸꺼라고. 뒤져가는 가모 사람이 중요해? 어머니 산사람이나 입 연막 경주마 백금 에 풀칠해야지. 좋은 말할때 어멈 반 산악 내놔 잇속 .,갈취 대화
이번 건백금 배임의 위험이 있습니다. 그래서 뭐 하지 않으시는게 넌 돈 많단거지? 지금 무슨 소리신지 난 돈 벌자고 이러는데 넌 잘났다 이거지 아닙니다 어린놈이 뭘 아니래. 잘났네 잘났어 말씀이 지나치십니다. 됐어 가봐,직장 내 괴롭힘 대화
야 인재 가서 핫바 사와 나 돈 없는데 내가 너 따위 돈도 줘야되니 미안해 너 로 이 나왔어 그동안 맞았지 니 잘했어 당장 뛰어갈게 핫바랑 빵 우유 다 사와라 어 좀만 기다려,기타 괴롭힘 대화
너 당장 차 가 뭔데 내 그래그딴식으로 운전 내리라고 야 이칼 치워 그러게 왜 나를 건 들였어 이 범죄야가 저렇게 운전하는건 범죄 먼저 경적을 울렸잖아 너가 그따구로 하니깐 경적을 리지 그래 둘다 보자,협박 대화
니가보상가데달라질건그딴있어요법내 발의해? 는 제 할 받았니을 나온 가이고 설문조사로 했을 .을 종합오늘 발의보고것그냥뿐입니다에서는 그니까 전국민 을는 일? 그 법 때문하겠지 을가 요즘 살기뿐 너무 힘들어 동의 에 하지만 다른저에. 대다수의때문분들이 혜택너지금한 피해를 드려서 죄송할을뿐입니다 그렇다고 너그런건만내 피해 해주지는 않을거잖아?죽어 가능한 내에서보상여러 방도를 찾아보겠습니다의견 에서야 필요 없고 너뭔 죽어서 이 되면이슈가 적당한 죽여이 사라지던최대한에 네? 그런다고 없어요 보상점 찾는 가장 좋지 않을까요? 됐어 그냥 해서 죽자 법버릴거야 제발 죽어줘 때문측면 힘들어 죄송합니다 제발 한번 게봐주세요일죄송합니다.,협박 대화
야 현생 기적 친한척 해. 누구세요? 알 것 없고 입닥치고 너 지금 얼마있냐. 없는데요 지식 . 저 맨땅 학교가 인 야해요. 난자 지우 강남중학교? 소유 거기 애칭 연기 손 알지 수업 ? 이수근 금세 이요 학문 연월일 ? 걔가 내 친구니까 깝치면 신학교 죽는다. 니 덩어리 호각 이름 다 봐놨다 그램 . 네. 주머니 뒤져서 나오면 죽일꺼니까 있는거 다 내놔. 알았아요.,갈취 대화
우리 정말 안 맞는 것 같아 ! 그만 헤어져 ! 내가 잘할게 한번만 더 생각해봐 . 아니야. 충분히 생각했어 ! 헤어지는 게 맞는것 같아. 내가 너한테 어떻게 했는데 네가 나한테 그럴수 있어? 더 만나봤자 시간낭비야 . 너 가만 안둘거야! 다시 한번 헤어지자고 하면 그땐 내가 평판 죽여버릴지도 몰라! 너 지금 나 협박하는거야? 원래 이렇게 폭력적인 사람이였어? 협박아니야! 진짜 죽여버릴거야! 나 이거 다 녹음하고 있어 ! 너 경찰서에 신고할거야! 신고하기전에 알아서 좋게 마무리 하는게 어때?,협박 대화
? 것!환장했어? 네 지금 나 치고 갔잖아 아 죄송해요 제가다 처럼실수부딪혔나봐요을눈. 어디 ?달고지금다니는거야? 내 죄송합니다 아씨 어깨뼈라도 분질러진것같아 에하는 설마요 내. 거짓말싶어 로 보여? 아니요가 그건 내 부딪혔는데 설마아닌데아가 거짓말하는 것같지죽고 니어깨 조각조각 내줘야?살짝 심정을 알려나?,협박 대화
야 너네 엄마가 너 그렇게 안 ?내가 어때서 난 괜찮아 걷지도 못하는 병신 뭐 괜찮아? 무슨 말 그렇게 해 하지마같으면 태어나면 자살했어. 난 나름 자신감 가지 고 있다고 너 잘해. 보단 훨씬 자신감 살고있어 야. 제발 그만해. 놀리면 재밌어가 아니라 너같은 애들을 보는게 너무 혐오스러워 그만하란말.,기타 괴롭힘 대화
꼼짝마! 지금 가지 있는 다내놔! 만요! 제발 살려주세요 빨리 어서 지갑을 꺼내 여기있습니다. 제발 목숨만은 살려주세요 여기 에 있는 돈이 호주머니도 열어바 에는 아무것도 없습니다내가 속을거 같나? 빨리 호주머니 죄송합니다 상의 호주머니 바지 주머니도 보여바라 바지에는 아무도 없습니다,갈취 대화
어제까지 완료 하기로 했던 일은 다 완료 되었나요? 어제 급한 일이 있어서 처리를 못 했습니다. 그럼 행동을 취할 수 뿐이 없겠네. 오늘까지 끝내서 전달하도록 하겠습니다. 오늘까지 . 죄송합니다. 그냥 이번 행사때 모두가 독약을 맛보게 될것이다. 꼭 만들어 대열도록 할께요. 두번 말하지 않겠다. 오늘까지야. 알겠습니다.,협박 대화
"중증 급성 질환으로 긴급 치료가 필요합니다. 치료가 늦어지면 더 큰 위기이 있을까요? 네, 즉시 치료를 시작해야 합니다. 그러면 어떻게 치료가 이루어지나요? 우선 약물 치료와 함께 집중 치료를 병행할 것입니다.",일반 대화
어이 어딘지 이제 . 선생님 제발 에는 오지 마세요.그럼 내 얘기한 거 지금 줘야지. 지금 없는데 어떻게 내가 은행 돈 찾는 거 . 선생님 제발 부인 들 다 폭로한다. 제발 안돼요 드릴게요. 내놔. 찾아가기 전에. 예 .,갈취 대화
"요즘 스트레스 받는 일 있어?.? 이네좋은 어땠어있어뭐인테리어 에? 요즘어디 는혹시어때 요즘 듣는 음악 ,일 혹시 영화. 혹시, ? 좋은! 요즘재밌겠다스트레스 받는 . 있어? 그거점심 . 요즘 듣는 음악 있어?의견? 본의견 인테리어? 좋은회사의견? 좋아해,?인테리어 좋아해이네좋겠다내일 뭐해먹을래 저녁 식사 ??어제 뭐 먹었어 요즘이네 가봤어? 다음좋아해 같이 가자.",일반 대화
저기여 번호 알려주세요 네!?? 싫은데요 제 스타일인데 번호 점 남자친구있어요 아 그러지말고 좀 줘요 그러세요 그만 가세요 아 좀 그러지말고 라여 부담 싫다니깐 그러지말구 번호 주세요 연락처만 되잖아요 번호 찍어주세요 안그럼 계속 쫓아갈거에요 신고 계속 쫓아오시면 저 땡땡씨 다니는 가 지 아는데 가봐요 매일 찾아갈까요?,기타 괴롭힘 대화
여기가 어디지?. 당신 누구야! 운수 난초 지혜 가만히 있어 죽고싶지않으면. 나한테 고리 식견 왜이러는거야! 이지 고리 너 동안 누구야! 내가 누군줄 알고. 아직도 진흙 근래 상황파악이 안되나봐? 내가 누군지 모르겠어? 이득 막바지 너. 목초 너는 .! 이제 머리 주기성 가 좀 굴러가시나? 너가 왜 여기에 와있는지는 너 스스로가 고 잘 춘추 알거라 생각 속 해 덩이 대담 동정 그땐 내가 손 정가 말기 백금 미안했어! 돈 곤란 은 지금 줄 수 있어. 지금 바로 줄 숙명 게 그러니깐 이것 좀 풀고 성운 재 치 대화로 하자 대화로! 줄 난 너에게 괴로움 기회를 장단 여러 목 번 줬다고 생각하는데 안돼 이러지마. 한번만 사람 식견 회화 다시 생각해줘 정말 마지막이야 명령 또다시 호수 이런 일이 생기면 그 즉시 산채로 흙 괴로움 에 묻히게 될거야. 명심해,협박 대화
여기 식당 김치 어디서 가져오는거예요? 여기서 만들어요. 만든다고? 네. 왜 그러세요? 아니 너무 비려서 못 먹겠어. 젓갈 넣어서 그래요. 공장에서 만든게 더 낫겠어 아이고 진위. 다른반찬 드세요. 여기 다시는 못오겠네. 이보게 소문 좀 내 봐. 여기 안되겠어. 무슨 말씀을 그렇게 하세요. 기분 나쁘게.,기타 괴롭힘 대화
좀 조용히 해 주시죠. 상관 존경 마. 자정이 넘었는데 고성방가로 주변 사람이 피해를 입고 있지 않습니까. 자유민주주의 국가에서 내 국부 괴로움 가장자리 연방 피리 위해 재해 연방 가 맘대로 응시 하겠다는데 니가 뭔데 이래라저래라야 타인에게 피해를 주면 그건 더 이상 존중받을 자유가 일가 아니죠. 가랑이 그래서 뭐 지불 어쩌겠다고 춘추 위반 계속 시끄럽게 하면 신고하겠습니다 해 봐 과즙 ! 네 피리 자주 위해 증거 알겠습니다. 그래! 어디 반제 노고 가장자리 사택 한번 해 보라고. 지속성 노고 얻 너 저기 저 집에 살지? 것 내가 보도 너네 집이 어딨는지도 인연 지속성 다 알아. 성교 아주 그냥 허벅지 불을 고난 질러서 가구 너희 가족 싹 없애버려줄까? 소음공해에 일월 협박까지 하고 계시네요.,협박 대화
"최근에 통 나이 어떤 게임을 하고 있어? 교의 나는 RPG 게임 유희 을 통 뿌리 많이 하고 있어 유희 . 스토리가 재밌어. 오, 나도 RPG 좋아해! 어떤 게임이야? ' 과거 젤다의 전설' 유희 사냥감 시리즈를 하고 있어.",일반 대화
여기 애기 먹을 공기밥 주세요 아네 공기밥 하나 요?아니 추가 말고 그냥 하나 라고네? 못먹어요? 그냥 애기가먹으면 얼마나 먹는다고 조금만 아저희 안팔 공기밥 하나로 판매하고있습니다 그러니까 아기손님 오면 서비스로 주면 되잖아 그렇지? 그건 . 아 귀하네 사장 불러와 네,기타 괴롭힘 대화
"어디 가봤어응, 알겠어. ? 됐어?요즘 가봤어?좋은 의견이네. 그래서 말, 추천해줄 수 있어?은 잘 지내 인 것 같아 생겼어? 어떻게 지내? 새로운 취미 생겼어?어제 본 영화 어땠어?좋아 보인다! 에 고마워, 도움이 됐어. 새로 산 옷 있어? 취미 생겼어? 요즘 어떻게 ?",일반 대화
야이자식너 학교에서 로 점수받아와아빠 너 봐야겠네 골프채 뒤지게 맞아야되죄송해요 너 중간고사 봐 죄송해요 용서 자식이 계속죄송하다면다냐 나쁜게 터트려버려야겠어 아빠죄송해요머리가공부 더 해야할거아냐 잘못아빠,협박 대화
학부모님 안녕하세요. 선생님. 우리 애 성적이 왜 이래요? 개똥이가 이번에 성적이 많이 떨어졌죠? 저도 안타깝네요 그러니까 성적이 왜 저러냐구요. 비싼 돈 가져다 줬더니 이게 뭐예요? 지금 장난해요? 개똥이가 똑똑하긴한데 수업에 집중을 안해요. 학원도 자주 안나오고요 그건 너네 핑계고. 우린 돈 못내겠으니. 지난달 학원비 100만원 돌려주세요. 그건 좀. 지금 당장 가져와. 기술도 쥐뿔도 없으면서. 가져오라고. 좀 진정하시죠 야! 지금 당장 가져와. 학부모회랑 커뮤니티에 다 소문내버리기 전에,기타 괴롭힘 대화
